Model,date,#Params (B),S_avg,S_pc1,mtype,open_R2,lic,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,C_FLOPs
Eric111/CatunaMayo,2024-07-03,7.242,21.27397881040676,22.391122749983765,finetuned,True,apache-2.0,40.741565712310006,33.299425909067885,8.459214501510575,5.592841163310966,15.348697916666667,24.202127659574465,
internlm/internlm2_5-7b-chat,2024-07-03,7.738,32.974747665791206,34.16414913556235,chat,False,other,55.38692890419642,57.04314320825679,25.302114803625376,12.975391498881436,16.28984375,30.851063829787236,
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,2024-07-03,8.03,16.484004626097455,15.133514350516373,chat,True,llama3,40.27192294223771,26.289712088654472,4.607250755287009,3.5794183445190177,1.920572916666666,22.23515070921986,
Columbia-NLP/LION-LLaMA-3-8b-dpo-v1.0,2024-07-04,8.03,21.78540431507501,20.90148267508579,chat,False,(缺失),49.57424079220912,30.356398875749075,11.706948640483382,4.138702460850116,10.281510416666665,24.654624704491724,
cognitivecomputations/dolphin-2.9.3-mistral-7B-32k,2024-07-04,7.248,19.348695949526363,20.788512923579805,chat,True,apache-2.0,41.26362495955176,26.906353891780515,5.060422960725076,4.697986577181204,17.932552083333338,20.231235224586285,
BEE-spoke-data/Meta-Llama-3-8Bee,2024-07-04,8.03,14.657811877680324,17.061494071570717,finetuned,True,llama3,19.506575885317623,24.19903269979749,4.833836858006042,8.501118568232664,6.242447916666666,24.66385933806146,
Columbia-NLP/LION-LLaMA-3-8b-odpo-v1.0,2024-07-04,8.03,19.85320809199725,19.885148099877373,chat,False,(缺失),39.6799381197445,30.457173008350704,10.649546827794564,4.697986577181204,9.718749999999998,23.91585401891253,
Columbia-NLP/LION-Gemma-2b-sft-v1.0,2024-07-04,2.506,12.60325045021582,11.943431951478026,chat,False,(缺失),36.924693147515256,14.11717086360044,6.797583081570997,0.7829977628635317,8.309114583333335,8.687943262411347,
huggyllama/llama-7b,2024-07-04,6.738,6.414999925920792,5.839541746534689,finetuned,False,other,25.009530268576263,7.076660678102023,0.8308157099697886,0.3355704697986553,1.7578124999999991,3.4796099290780127,4.00000001e+22
huggyllama/llama-13b,2024-07-04,13.016,9.39218439885523,8.99474366728588,finetuned,False,other,24.10526292459563,16.145707376925767,2.0392749244712998,0.6711409395973182,2.8106770833333345,10.581043144208037,7.8e+22
google/recurrentgemma-9b,2024-07-04,9.0,13.709460856107864,14.262962615382861,pretrained,True,gemma,31.15943474425635,15.323368888997411,6.646525679758309,4.697986577181204,6.599218750000001,17.830230496453904,
THUDM/glm-4-9b,2024-07-04,9.0,18.006731731716215,22.208190326921574,pretrained,False,other,14.260827936541707,35.811283581208905,0.0,8.83668903803132,14.189583333333331,34.94200650118203,
cyberagent/calm3-22b-chat,2024-07-04,22.543,21.451118364125847,21.39840080026999,chat,True,apache-2.0,50.9131327100981,29.52088396885831,6.948640483383686,3.5794183445190177,16.082031249999996,21.66260342789598,
Columbia-NLP/LION-Gemma-2b-dpo-v1.0,2024-07-04,2.506,11.483994762243412,11.280394873517583,chat,False,(缺失),32.78312654866864,14.585976093815775,4.305135951661631,0.0,9.834635416666668,7.395094562647753,
Columbia-NLP/LION-LLaMA-3-8b-sft-v1.0,2024-07-04,8.03,20.74886229970928,21.551270323349,chat,False,(缺失),38.17116362362975,30.88426036029,11.404833836858003,3.691275167785232,15.483854166666664,24.857786643026003,
google/recurrentgemma-9b-it,2024-07-05,9.0,19.218115006306835,18.73379558386663,chat,True,gemma,50.10383560065072,21.62158008474012,6.646525679758309,2.684563758389265,13.771614583333337,20.480570330969268,
netcat420/MFANN3bv0.15,2024-07-05,2.78,11.92455505796081,12.596122798201332,finetuned,True,mit,20.12105657433388,23.46934667082661,2.643504531722054,0.2237136465324418,8.773958333333335,16.315750591016545,
BEE-spoke-data/smol_llama-101M-GQA,2024-07-06,0.101,4.019599868138451,5.024647593803255,pretrained,True,apache-2.0,13.843712460715349,3.1980040943527936,0.6042296072507553,1.0067114093959737,4.275520833333334,1.1894208037825047,
anakin87/gemma-2b-orpo,2024-07-06,2.506,7.284706228625474,7.395028050356844,chat,False,other,24.779695651981186,7.94944502776896,1.8882175226586104,1.5659955257270708,4.128385416666667,3.3964982269503543,
Artples/L-MChat-7b,2024-07-07,7.242,21.238493444242582,20.718742523042575,merge,True,apache-2.0,52.96646231997766,24.20155738881327,9.214501510574015,7.38255033557047,8.124739583333334,25.54114952718676,
Artples/L-MChat-Small,2024-07-07,2.78,15.23132798262929,15.394330563348602,merge,True,mit,32.87056122200207,26.856515500031357,3.776435045317221,2.348993288590602,9.265885416666665,16.269577423167846,
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,2024-07-07,7.616,22.98150895877193,23.851125991633868,finetuned,True,apache-2.0,33.52249808286457,31.92360727430821,22.129909365558916,4.697986577181204,13.868229166666667,31.746823286052013,
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,2024-07-07,7.616,19.558137588276004,21.124556746689027,finetuned,True,apache-2.0,27.74726614272353,25.532524528361478,17.673716012084594,5.8165548098434,12.0640625,28.514701536643027,
hon9kon9ize/CantoneseLLMChat-v0.5,2024-07-07,6.069,15.959800818271107,18.027208422427336,pretrained,True,apache-2.0,32.30849701015528,20.761385180655164,4.154078549848943,3.691275167785232,18.13072916666667,16.712839834515364,
RWKV/rwkv-raven-14b,2024-07-08,14.0,3.960585302315618,5.650925102191216,finetuned,False,(缺失),7.683723631076655,6.763765061303336,0.4531722054380665,0.0,7.193229166666666,1.6696217494089831,
Enno-Ai/EnnoAi-Pro-Llama-3-8B,2024-07-08,8.031,12.51454591188142,12.686648323028628,chat,True,creativeml-openrail-m,31.953771548380523,17.507545086854382,2.190332326283988,1.5659955257270708,9.081510416666667,12.788120567375886,
meta-llama/Meta-Llama-3-8B-Instruct,2024-07-08,8.03,20.609159446025878,19.604995943335425,chat,True,llama3,47.823220166934846,26.795283502573653,9.138972809667674,5.7046979865771785,5.401041666666668,28.791740543735223,
MLP-KTLim/llama-3-Korean-Bllossom-8B,2024-07-09,8.03,20.39691634614766,17.739992742890138,chat,True,llama3,51.12800702136997,26.927527973055067,10.196374622356496,1.6778523489932915,3.632291666666669,28.819444444444446,
Replete-AI/Llama3-8B-Instruct-Replete-Adapted,2024-07-09,8.0,22.778517848782894,19.21304761088851,finetuned,False,(缺失),69.15306941138402,26.88896431517229,7.099697885196375,4.138702460850116,2.824479166666667,26.56619385342789,
saishf/Fimbulvetr-Kuro-Lotus-10.7B,2024-07-09,10.732,20.677867158266118,21.757533815874595,merge,True,cc-by-nc-4.0,49.39438467710121,19.90882095261725,5.362537764350453,6.823266219239373,16.03046875,26.547724586288417,
THUDM/glm-4-9b-chat,2024-07-09,9.0,10.973477297045166,15.435865007630113,chat,False,other,0.0,25.205183674440235,0.0,8.501118568232664,8.061718749999999,24.072842789598106,
cognitivecomputations/dolphin-2.9.2-qwen2-7b,2024-07-10,7.616,21.27208217477453,22.101805726532238,chat,True,apache-2.0,35.34599307614906,27.914874953255534,13.444108761329304,5.369127516778524,11.65989583333333,33.89849290780142,
nbeerbower/llama-3-gutenberg-8B,2024-07-10,8.03,21.30881705657422,21.71568339327796,finetuned,False,other,43.71910973993448,27.958132724191334,7.854984894259818,6.823266219239373,10.04609375,31.451315011820324,
tklohj/WindyFloLLM,2024-07-10,13.016,14.243655403588258,15.704033617923393,pretrained,False,(缺失),26.685638550158025,24.39876319785054,1.5861027190332326,3.355704697986576,11.864062500000005,17.57166075650118,
flammenai/flammen15-gutenberg-DPO-v1-7B,2024-07-10,7.242,21.61269842919876,21.43201190412092,finetuned,True,apache-2.0,47.98058041551971,32.66511308584827,7.628398791540786,4.586129753914992,12.530729166666667,24.28523936170213,
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,2024-07-11,8.03,26.888884373724007,24.932797840644096,finetuned,False,other,75.27549125209998,28.270418759783485,7.779456193353475,7.38255033557047,10.924739583333334,31.700650118203303,
jpacifico/Chocolatine-3B-Instruct-DPO-v1.0,2024-07-11,3.821,25.429590501932733,28.003819049922548,finetuned,True,apache-2.0,37.37184005106451,36.55452005645581,17.82477341389728,8.7248322147651,19.468229166666664,32.63334810874704,
google/gemma-2-9b,2024-07-11,9.0,21.20528677610069,24.989146113215142,pretrained,True,gemma,20.39832089965736,34.09681853589784,13.444108761329304,10.514541387024613,14.29765625,34.48027482269504,4.32e+23
Stark2008/GutenLaserPi,2024-07-11,7.242,21.40072462295752,22.501652429564242,merge,False,(缺失),42.26530051374797,32.97771006701662,7.854984894259818,4.921700223713646,16.985937499999995,23.39871453900709,
xinchen9/llama3-b8-ft-dis,2024-07-11,8.03,13.97349198756153,16.732874195081926,finetuned,True,apache-2.0,15.459868703927802,24.72745698442778,3.927492447129909,8.389261744966444,6.405208333333333,24.931663711583923,
Replete-AI/Replete-Coder-Instruct-8b-Merged,2024-07-11,8.03,16.427667565252104,13.898174423067442,merge,False,(缺失),53.87571643239937,21.937706578272657,7.779456193353475,2.572706935123044,3.4539062499999997,8.946513002364064,
NousResearch/Hermes-2-Theta-Llama-3-8B,2024-07-11,8.03,24.78837646080699,23.109454442853842,finetuned,True,apache-2.0,65.17883659800441,32.046073848075835,9.667673716012084,7.158836689038028,8.36197916666667,26.316858747044915,
AI-MO/NuminaMath-7B-TIR,2024-07-11,6.91,14.182289143173431,13.419862370267744,finetuned,True,apache-2.0,27.562423259174547,16.87354725795866,16.08761329305136,1.1185682326621946,4.199218749999999,19.25236406619385,
yam-peleg/Hebrew-Mistral-7B,2024-07-11,7.504,13.302117179699644,14.469617675773549,finetuned,True,apache-2.0,23.28344348550734,20.176940422218426,4.984894259818732,3.9149888143176734,7.673697916666668,19.778738179669027,
google/gemma-2-9b-it,2024-07-11,9.0,32.07276025267082,31.429433565915957,chat,True,gemma,74.35626360279613,42.136619683664655,19.486404833836858,14.76510067114094,9.742187500000002,31.949985224586293,
LeroyDyer/Mixtral_AI_SwahiliTron_7b,2024-07-12,7.242,4.358661915319342,5.0971416365056506,finetuned,True,mit,15.339964627189191,3.211683047233007,1.3595166163141994,2.0134228187919474,1.920572916666666,2.30681146572104,
LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b,2024-07-12,7.242,13.566675630986596,16.285205174871898,finetuned,True,apache-2.0,15.557276914143362,27.74553183153259,1.3595166163141994,5.7046979865771785,10.303125000000003,20.72990543735224,
Stark2008/LayleleFlamPi,2024-07-12,7.242,20.87109621657652,21.85469812990456,merge,False,(缺失),42.84232503091796,31.20740955947399,6.646525679758309,4.697986577181204,16.57213541666667,23.26019503546099,
Stark2008/VisFlamCat,2024-07-12,7.242,21.340907115633893,22.075739627579388,merge,False,(缺失),43.65915770156518,32.881396834037055,7.628398791540786,5.369127516778524,14.68385416666667,23.823507683215126,
vicgalle/CarbonBeagle-11B-truthy,2024-07-13,10.732,21.31996250525653,20.01188469109274,chat,True,apache-2.0,52.12214701436632,33.98837559181831,4.909365558912387,6.599552572706939,4.112760416666666,26.18757387706856,
BAAI/Infinity-Instruct-3M-0625-Llama3-8B,2024-07-13,8.03,22.06253195877917,19.405137604928555,chat,True,apache-2.0,60.50268842227513,28.9882222457564,8.836858006042297,3.355704697986576,5.667708333333335,25.02401004728132,
OEvortex/HelpingAI-15B,2024-07-13,15.323,4.515495603660534,4.7628073133135125,pretrained,False,other,20.30091268944179,1.8153805514942332,0.0,1.0067114093959737,2.734375,1.2355939716312052,
Columbia-NLP/LION-Gemma-2b-odpo-v1.0,2024-07-13,2.506,11.897378852943028,12.163964032809806,chat,False,(缺失),30.664858131978704,14.02392166541634,6.948640483383686,0.0,12.056250000000004,7.690602836879433,
Undi95/MG-FinalMix-72B,2024-07-13,72.706,44.29736213992491,45.093840333423756,finetuned,False,other,80.13648231137824,57.502411706281976,39.72809667673716,18.008948545861294,21.2171875,49.19104609929077,
DreadPoor/ONeil-model_stock-8B,2024-07-15,8.03,26.935908369361425,25.44277111612332,merge,True,cc-by-nc-4.0,67.85662043378235,36.4126125295027,10.120845921450153,7.38255033557047,10.967968749999995,28.874852245862886,
h2oai/h2o-danube3-4b-chat,2024-07-15,3.962,11.571247407067569,10.751537815623209,chat,True,apache-2.0,36.28771659197596,8.839702966263845,4.078549848942599,1.342281879194629,5.232291666666669,13.6469414893617,
01-ai/Yi-1.5-34B-Chat-16K,2024-07-15,34.389,29.403554842710225,30.93579227062866,chat,True,apache-2.0,45.6449997118756,44.53615654671034,21.37462235649547,11.74496644295302,13.73671875,39.38386524822696,
Tremontaine/L3-12B-Lunaris-v1,2024-07-15,11.52,25.477254598147397,22.995220376723307,finetuned,False,(缺失),69.0931173730147,32.1807456461844,8.761329305135952,7.941834451901568,4.053906250000002,30.832594562647756,
dnhkng/RYS-Medium,2024-07-17,18.731,26.44775194883569,27.21104159385981,pretrained,True,mit,44.06131287206833,47.73420132486152,10.80060422960725,10.402684563758392,8.732552083333331,36.95515661938535,
VIRNECT/llama-3-Korean-8B,2024-07-17,8.03,20.431609341892,18.022906189714963,finetuned,True,llama3,50.21376614050719,27.564318704783016,10.80060422960725,2.796420581655479,3.032291666666666,28.1822547281324,
beomi/gemma-mling-7b,2024-07-17,8.538,11.392173694644192,11.671155784612296,pretrained,False,other,20.29093915255965,17.631391012223656,5.438066465256798,0.0,6.848437499999999,18.144208037825056,
HuggingFaceTB/SmolLM-360M,2024-07-18,0.36,6.260888857386585,7.591594468094174,pretrained,True,apache-2.0,21.33505764704318,3.284915303246592,1.1329305135951662,2.348993288590602,8.089322916666665,1.374113475177304,
HuggingFaceTB/SmolLM-1.7B,2024-07-18,1.71,5.576455936269043,5.102308012614298,pretrained,True,apache-2.0,23.61567308075905,4.4111278515492005,1.6616314199395772,0.0,2.1283854166666667,1.6419178486997636,1.03e+22
VIRNECT/llama-3-Korean-8B-r-v-0.1,2024-07-18,16.061,18.749278536149728,15.896703714598088,finetuned,True,llama3,49.15712531638276,25.8849543311167,8.610271903323262,0.0,3.73619791666667,25.10712174940898,
HuggingFaceTB/SmolLM-135M,2024-07-18,0.13,6.951489892134872,8.812896830532502,pretrained,True,apache-2.0,21.24762297370976,3.2853998220852616,1.3595166163141994,1.1185682326621946,13.3421875,1.3556442080378246,
HuggingFaceTB/SmolLM-1.7B-Instruct,2024-07-18,1.71,5.490688803655309,5.389424112315837,chat,True,apache-2.0,23.478259905938465,2.0803742908537424,2.114803625377644,1.342281879194629,2.0833333333333326,1.8450797872340408,
OliveiraJLT/Sagui-7B-Instruct-v0.1,2024-07-18,6.738,8.579407330639999,9.029921601600188,finetuned,False,other,28.91627548238673,5.043571655312187,1.5105740181268883,0.0,10.61484375,5.391179078014184,
mistralai/Mistral-Nemo-Base-2407,2024-07-19,11.58,15.239356042755924,17.151876737205,pretrained,True,apache-2.0,16.299197241098064,29.374736440966878,5.966767371601208,5.8165548098434,6.516927083333336,27.46195330969267,
jpacifico/Chocolatine-3B-Instruct-DPO-Revised,2024-07-19,3.821,28.22663122048826,28.72872314022229,chat,True,mit,56.22625744136669,37.1552860906475,18.051359516616312,9.61968680089485,15.101302083333328,33.205895390070914,
migtissera/Tess-3-7B-SFT,2024-07-20,7.248,17.20945620208202,17.121905747595726,finetuned,True,apache-2.0,39.46262583279033,24.123847398237004,4.003021148036254,2.796420581655479,10.275520833333331,22.59530141843972,
Pretergeek/openchat-3.5-0106_Rebased_Mistral-7B-v0.2,2024-07-21,7.242,16.052276387715246,18.02137662606833,finetuned,True,apache-2.0,37.06210632233585,10.910767600799836,4.531722054380665,2.9082774049217,20.56796875,20.33281619385342,
VAGOsolutions/SauerkrautLM-Nemo-12b-Instruct,2024-07-22,12.248,26.219081516210625,26.436951746690216,finetuned,True,apache-2.0,61.12969144093229,32.34378307249567,12.235649546827794,7.941834451901568,17.161979166666665,26.50155141843972,
Sao10K/L3-8B-Lunaris-v1,2024-07-22,8.03,25.577983918433663,23.049829584331487,merge,True,llama3,68.94573066131198,32.11434845509543,9.06344410876133,6.823266219239373,5.550000000000002,30.971114066193856,
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,2024-07-22,8.03,26.66765472658618,24.990535482122908,finetuned,False,other,74.45367181301171,28.0492424520597,6.646525679758309,7.829977628635347,11.2796875,31.746823286052013,
Felladrin/Llama-160M-Chat-v1,2024-07-23,0.162,4.201766115349323,4.8662532556979805,chat,True,apache-2.0,15.754642127333252,3.166755569392556,0.6042296072507553,1.0067114093959737,3.165625,1.512632978723403,
tiiuae/falcon-mamba-7b,2024-07-23,7.0,15.179238027611218,17.12817578392486,pretrained,False,other,33.35760227307987,19.87687780354344,4.45619335347432,8.05369127516779,10.862239583333334,14.468823877068557,
senseable/WestLake-7B-v2,2024-07-23,7.242,16.257065193895503,15.58380041572018,finetuned,True,apache-2.0,44.18620371724801,17.858141685089326,4.833836858006042,3.5794183445190177,7.481510416666669,19.60328014184397,
Corianas/llama-3-reactor,2024-07-23,,13.99546972704566,15.874207161428396,finetuned,True,apache-2.0,23.0011923917428,21.88855981925079,4.682779456193353,6.375838926174497,8.014843750000002,20.00960401891253,
meta-llama/Llama-3.1-70B,2024-07-23,70.554,26.200215843375947,32.40311753600058,pretrained,True,llama3.1,16.843752354862875,46.39941295581887,18.42900302114804,18.34451901565996,16.581770833333337,40.602836879432616,7.929e+24
Felladrin/Minueza-32M-UltraChat,2024-07-23,0.033,3.924255988180698,4.950800707481019,chat,True,apache-2.0,13.756277787381924,2.4372895622895623,0.4531722054380665,0.7829977628635317,4.640104166666668,1.4756944444444438,
Azure99/blossom-v5.1-9b,2024-07-24,8.829,26.470194407631528,26.69149221422456,chat,True,apache-2.0,50.85816744016986,34.20124449031171,21.22356495468278,11.409395973154364,8.024479166666667,33.10431442080379,
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,2024-07-24,8.031,22.56595247127864,21.64318654317711,finetuned,True,apache-2.0,57.62510139762497,30.50962474895478,7.628398791540786,6.263982102908276,10.062239583333334,23.30636820330969,
MaziyarPanahi/calme-2.1-llama3.1-70b,2024-07-24,70.554,40.93603260877296,38.24598531478617,chat,False,(缺失),84.34298771703524,48.55364600487639,41.012084592145015,10.402684563758392,13.720572916666663,47.58421985815603,
